u0,lastpont,LSE
"[0.17575757575757575, 0.44545454545454544, 0.3434343434343434, 0.0, 6.96969696969697e-5]","[0.1542532978467946, 0.5189249548213599, 0.0005439991268594215, 0.04555059983307385, 9.654570601676521e-20]","[-0.0003423205417261996, -0.19392883422459378, -0.4203244905926861, -0.8758057240574836, -Inf]"
"[0.6823232323232323, 0.8545454545454545, 0.7272727272727273, 0.2727272727272727, 6.565656565656565e-5]","[0.1943393715005987, 0.37367583030659746, 0.034313405840967454, 0.027314491083080036, 5.1774236425480176e-18]","[-0.000190273190647557, -0.19429313188241895, -0.4202367443640298, -0.8756876568087635, -Inf]"
"[0.2015151515151515, 0.44545454545454544, 0.36363636363636365, 0.5959595959595959, 5.0505050505050505e-5]","[0.353230525328777, 0.3729011429647533, 0.21790761560166413, 0.11539887562069476, 3.7031690931176926e-11]","[-0.0006418605246786176, -0.1944274099177441, -0.4201223409760331, -0.875146649058922, -Inf]"
"[0.9828282828282828, 0.8363636363636363, 0.1919191919191919, 1.0, 4.6464646464646464e-5]","[0.17042088181792056, 0.39530999034921094, 0.014698328661944397, 0.024248217310206, 4.805069395923557e-19]","[-0.00012911891411232162, -0.19423742019636567, -0.42029248499873406, -0.875755757650259, -Inf]"
"[0.7252525252525253, 0.6454545454545455, 0.8282828282828283, 0.8383838383838383, 9.595959595959596e-5]","[0.16024121309948355, 0.41994935201716144, 0.006873358501756077, 0.025614709387148958, 1.7467801569311787e-19]","[-0.00013008047736892708, -0.19417206753430163, -0.4203172702728731, -0.8757963597749949, -Inf]"
"[0.5621212121212121, 0.4909090909090909, 0.5555555555555556, 0.13131313131313133, 1.5151515151515151e-5]","[0.15393898586660892, 0.48049686003299596, 0.0013684343474595357, 0.03566743234793051, 9.345176384680647e-20]","[-0.00024118535213402456, -0.19401860133891985, -0.42032591683547327, -0.8758234006225882, -Inf]"
"[0.896969696969697, 0.6363636363636364, 0.12121212121212122, 0.42424242424242425, 3.939393939393939e-5]","[0.18206716066869386, 0.38186643335344367, 0.023966318607052478, 0.02518348201274395, 1.5291750576979932e-18]","[-0.00015523174918881592, -0.1942725697383141, -0.42026399385214525, -0.8757199399609442, -Inf]"
"[0.6651515151515152, 0.6909090909090909, 0.13131313131313133, 0.7575757575757576, 6.0606060606060605e-5]","[0.2345397056468315, 0.3627021294789721, 0.07292165150369716, 0.039586857676099846, 2.806658180335483e-16]","[-0.0003208488808231898, -0.19431338105551021, -0.4201716603918579, -0.8755869812516904, -Inf]"
"[0.647979797979798, 0.3090909090909091, 0.7373737373737373, 0.8585858585858586, 1.4141414141414141e-5]","[0.15565348953920724, 0.4476798916952122, 0.0031950699905215927, 0.02932850331952494, 1.1074021753782918e-19]","[-0.00016911714248396073, -0.19410007655672357, -0.42032556968900514, -0.8758189935876709, -Inf]"
"[0.5106060606060606, 0.4, 0.15151515151515152, 0.5959595959595959, 3.434343434343434e-5]","[0.1937879052074676, 0.3739654070874345, 0.03383446960945874, 0.027200204907895775, 4.901353400354563e-18]","[-0.00018862571857441405, -0.19429242598151292, -0.4202378960741588, -0.8756890445034198, -Inf]"
"[0.26161616161616164, 0.2545454545454545, 0.8181818181818182, 0.43434343434343436, 1.313131313131313e-5]","[0.15411517649974274, 0.4731281296925016, 0.0016483371446010836, 0.03407699582527466, 9.508514441438645e-20]","[-0.00022341863066660517, -0.19403651830807095, -0.42032619190966725, -0.8758241876529678, -Inf]"
"[0.26161616161616164, 0.7272727272727273, 0.31313131313131315, 0.9696969696969697, 6.666666666666667e-5]","[0.23629401290463586, 0.36251569348482243, 0.07476953102945565, 0.04029634639711392, 3.340701704780698e-16]","[-0.00032718336046793565, -0.19431309191220414, -0.4201696239844843, -0.8755822737177792, -Inf]"
"[0.9398989898989899, 0.5363636363636364, 0.1717171717171717, 0.9696969696969697, 5.858585858585859e-5]","[0.16237243870856474, 0.4126633272605623, 0.008510990491144533, 0.024961436748451693, 2.1589111858429548e-19]","[-0.00012537172870664818, -0.19419134457367054, -0.4203123862984036, -0.875786758767441, -Inf]"
"[0.8626262626262626, 0.7636363636363637, 0.18181818181818182, 0.9494949494949495, 8.080808080808081e-5]","[0.17744604391787444, 0.38625794065870017, 0.020230709760817256, 0.024647209688284807, 9.660055578866403e-19]","[-0.00014350179000197856, -0.1942612111821801, -0.4202750619348024, -0.8757332835519718, -Inf]"
"[0.8883838383838384, 0.8636363636363636, 0.15151515151515152, 0.9292929292929293, 3.131313131313131e-5]","[0.18249037616320948, 0.3815090613651011, 0.024312623724299737, 0.02524101289777377, 1.5948691816028848e-18]","[-0.00015636191334458444, -0.19427348630781732, -0.420263000261416, -0.8757187602838635, -Inf]"
"[0.8883838383838384, 0.6727272727272727, 0.4444444444444444, 0.7575757575757576, 7.272727272727273e-5]","[0.16595697843849513, 0.40352903204226315, 0.011255669205697785, 0.02440722466183659, 3.083060606995017e-19]","[-0.0001242422947708243, -0.1942156091397015, -0.420303662096567, -0.8757720531469972, -Inf]"
"[0.43333333333333335, 0.5181818181818182, 0.9797979797979798, 0.9595959595959596, 5.555555555555556e-5]","[0.15814870734998204, 0.42949976881342067, 0.005242104944257728, 0.026696081311408368, 1.4188315576711332e-19]","[-0.0001402705390446544, -0.19414699250767972, -0.42032161399332196, -0.8758064670311403, -Inf]"
"[0.2873737373737374, 0.7545454545454545, 0.050505050505050504, 0.5353535353535354, 6.666666666666667e-5]","[0.7305826213126182, 0.5650201594988977, 0.6876277513632465, 0.40767064797387986, 9.999999998944626e-5]","[-0.00022263141160308803, -0.19512761982367077, -0.4202009974450311, -0.8743681240586612, -Inf]"
"[0.5792929292929293, 0.9818181818181818, 0.9696969696969697, 0.7575757575757576, 8.98989898989899e-5]","[0.16491593329463916, 0.4058834212784763, 0.010457910707047689, 0.024517359644618174, 2.7799576276228175e-19]","[-0.00012395025334658777, -0.19420935087052235, -0.4203062361745438, -0.8757761553283988, -Inf]"
"[0.48484848484848486, 0.6818181818181818, 0.797979797979798, 0.36363636363636365, 2.8282828282828282e-5]","[0.17526610551240787, 0.38870125787607046, 0.018496269819474442, 0.024461026308623453, 7.778101810101699e-19]","[-0.0001384730475637791, -0.19425482948400372, -0.4202804070892291, -0.875739928328944, -Inf]"
"[0.7080808080808081, 0.5454545454545454, 0.6363636363636364, 0.5555555555555556, 9.797979797979798e-5]","[0.15972266016586947, 0.42204048528682014, 0.006472276852303511, 0.025831162639421295, 1.6590389873407774e-19]","[-0.00013195376297506705, -0.19416655604812272, -0.4203183994573223, -0.8757988024703828, -Inf]"
"[0.18434343434343434, 0.5272727272727272, 0.6161616161616161, 0.8181818181818182, 6.565656565656565e-5]","[0.18376561052797372, 0.3804715640144543, 0.025360495602068135, 0.025422097382643304, 1.8103764776893846e-18]","[-0.00015981276433005637, -0.19427613939594032, -0.42026002818948144, -0.8757152424545482, -Inf]"
"[0.15, 0.7818181818181819, 0.7171717171717171, 0.797979797979798, 9.898989898989899e-5]","[0.18609273610763008, 0.37871836899860517, 0.027289961409034925, 0.02578095401483667, 2.2814580712109264e-18]","[-0.00016626471823161614, -0.19428059343142473, -0.42025469173504465, -0.8757089518901693, -Inf]"
"[0.5106060606060606, 0.6454545454545455, 0.41414141414141414, 0.6060606060606061, 4.04040404040404e-6]","[0.21562961714257498, 0.3659471528511975, 0.05385326171820616, 0.032866262223115686, 4.291862626619448e-17]","[-0.00025671168447838317, -0.1943104183569427, -0.4201977228503299, -0.8756353266058752, -Inf]"
"[0.2787878787878788, 0.8545454545454545, 0.898989898989899, 0.42424242424242425, 3.6363636363636364e-5]","[0.18278234876228755, 0.381266385994854, 0.024551957406055588, 0.025281458605532714, 1.6418285730935149e-18]","[-0.00015714612628519196, -0.19427410794021235, -0.4202623168772435, -0.8757179500662814, -Inf]"
"[0.7080808080808081, 0.41818181818181815, 0.6363636363636364, 0.494949494949495, 7.777777777777778e-5]","[0.15565416699928844, 0.4476729453060794, 0.00319566144187033, 0.029327369636669733, 1.107476635255093e-19]","[-0.00016910422909058117, -0.1941000942529261, -0.42032556893652195, -0.8758189903202007, -Inf]"
"[0.4676767676767677, 0.45454545454545453, 0.45454545454545453, 0.40404040404040403, 2.2222222222222223e-5]","[0.16260292051455327, 0.41197638002112263, 0.008687509609810778, 0.0249086720500095, 2.208942369196159e-19]","[-0.00012508766229979247, -0.19419316683840562, -0.4203118402564256, -0.8757857613087501, -Inf]"
"[0.9656565656565657, 0.6272727272727273, 0.0707070707070707, 0.10101010101010101, 5.050505050505051e-6]","[0.15807185771906296, 0.429917751615121, 0.005181340873785826, 0.02674857446760144, 1.4080392394448372e-19]","[-0.00014080598996123173, -0.19414590114388164, -0.4203217607061686, -0.8758068500784241, -Inf]"
"[0.5106060606060606, 0.8454545454545455, 0.6161616161616161, 1.0, 4.848484848484849e-5]","[0.1710055263361305, 0.39440771846991873, 0.015152792483906278, 0.024256322871226012, 5.092605163664336e-19]","[-0.0001300744591257234, -0.19423980660189338, -0.4202910183072197, -0.8757537573761796, -Inf]"
"[0.5191919191919192, 0.9727272727272728, 0.18181818181818182, 0.5252525252525253, 3.434343434343434e-5]","[0.7084935813702558, 0.541640984276906, 0.6593837639318337, 0.38313780239004336, 9.999999990199944e-5]","[-0.00029410982005263065, -0.19516290701078742, -0.42021348812612175, -0.8743059402932892, -Inf]"
"[0.8712121212121212, 0.7545454545454545, 0.6262626262626263, 0.04040404040404041, 4.4444444444444447e-5]","[0.16591869120264469, 0.40361206305588565, 0.011226306547477275, 0.024410677035957954, 3.0713486577697886e-19]","[-0.0001242244185396607, -0.19421538844412845, -0.42030375715184803, -0.8757722017676919, -Inf]"
"[0.7595959595959596, 0.9, 0.8787878787878788, 0.9595959595959596, 4.949494949494949e-5]","[0.16070754593575023, 0.41818962684131317, 0.007232908149044132, 0.025442113541926967, 1.82964518783174e-19]","[-0.0001286753925872435, -0.1941767135616513, -0.4203162319220788, -0.8757941991576322, -Inf]"
"[0.15858585858585858, 0.37272727272727274, 0.31313131313131315, 0.696969696969697, 0.0001]","[0.3672554484088983, 0.3760743559127279, 0.23625657225975574, 0.1262815586190857, 1.4948746781828859e-10]","[-0.0006050456835203573, -0.1945198579709495, -0.4201222112604363, -0.8750836279491931, -Inf]"
"[0.38181818181818183, 0.6181818181818182, 0.9292929292929293, 0.8888888888888888, 1.717171717171717e-5]","[0.16134798121356095, 0.41593570179529854, 0.007725366511601096, 0.025234435596640827, 1.9498963523203225e-19]","[-0.00012711728980156957, -0.1941826740757375, -0.4203147756381955, -0.8757912871636969, -Inf]"
"[0.9914141414141414, 0.4727272727272727, 0.42424242424242425, 0.18181818181818182, 2.9292929292929294e-5]","[0.15407042185719236, 0.47466510096526693, 0.001585262482612873, 0.03440083140849323, 9.46666054501972e-20]","[-0.00022706363696497082, -0.19403276288176155, -0.4203261428702043, -0.8758241017086544, -Inf]"
"[0.896969696969697, 0.6727272727272727, 0.6262626262626263, 0.020202020202020204, 2.9292929292929294e-5]","[0.1543019825311956, 0.46789999083080286, 0.0018837631799993317, 0.033006631595306035, 9.68555949431067e-20]","[-0.00021128438476675104, -0.19404936454333035, -0.420326312396087, -0.8758241597263515, -Inf]"
"[0.7595959595959596, 0.23636363636363636, 0.41414141414141414, 0.9090909090909091, 3.434343434343434e-5]","[0.15665050862982985, 0.4389847992549642, 0.004037268168962674, 0.0279835216604285, 1.2226310212794524e-19]","[-0.00015400058232425953, -0.19412236892725784, -0.42032423000805785, -0.8758140243036072, -Inf]"
"[0.6308080808080808, 0.3, 0.10101010101010101, 0.7777777777777778, 0.0]","[0.16713881500093242, 0.40108613419842837, 0.01216313110360284, 0.02432073925349905, 3.467406189099749e-19]","[-0.00012502992718710636, -0.1942221007831324, -0.42030071704808675, -0.8757675455913261, -Inf]"
"[0.6565656565656566, 0.4090909090909091, 0.3838383838383838, 0.43434343434343436, 1.5151515151515151e-5]","[0.1568131507748995, 0.43779054424790126, 0.00417069299576071, 0.02781072252374826, 1.2425405655591047e-19]","[-0.00015210108207710892, -0.1941254522966111, -0.4203239752107601, -0.8758131997016563, -Inf]"
"[0.49343434343434345, 0.4090909090909091, 0.7474747474747475, 0.41414141414141414, 3.7373737373737376e-5]","[0.15487580588038158, 0.4571951798603407, 0.0024855391031790054, 0.03096659294743966, 1.0251850360036404e-19]","[-0.00018790069557960332, -0.19407601101279984, -0.4203262291566981, -0.8758224750264334, -Inf]"
"[0.5964646464646465, 0.2727272727272727, 0.15151515151515152, 0.5959595959595959, 2.4242424242424244e-5]","[0.1606519631779966, 0.4183938297677848, 0.0071901011885130905, 0.025461681349287196, 1.819565458322825e-19]","[-0.00012883014790976625, -0.19417617406955764, -0.4203163567237739, -0.8757944548939739, -Inf]"
"[0.5106060606060606, 0.6636363636363637, 0.12121212121212122, 0.9797979797979798, 9.09090909090909e-5]","[0.219091594510938, 0.36515897084988713, 0.05722530645199477, 0.03397093921532006, 6.052994384587075e-17]","[-0.0002680055533881413, -0.1943117615208575, -0.42019236771817825, -0.8756267390537819, -Inf]"
"[0.2787878787878788, 0.9090909090909091, 0.2222222222222222, 0.7676767676767676, 1.01010101010101e-6]","[0.390340186967547, 0.3818896906450889, 0.2663956045642605, 0.1440731645546414, 1.4886558134157156e-9]","[-0.0005743200881893883, -0.19464071804853453, -0.42012300646801337, -0.8749797604699879, -Inf]"
"[0.38181818181818183, 0.7454545454545455, 0.8888888888888888, 0.6363636363636364, 8.181818181818182e-5]","[0.16932054631077156, 0.39710327844739474, 0.013845509913468819, 0.024248768412407976, 4.307205545550199e-19]","[-0.00012748709921027614, -0.19423267080903225, -0.4202952475737562, -0.8757595995825644, -Inf]"
"[0.9828282828282828, 0.15454545454545454, 0.08080808080808081, 0.9292929292929293, 2.5252525252525253e-5]","[0.15736068847888662, 0.43410039387398996, 0.004614442487797476, 0.02729587883647246, 1.3119897357791608e-19]","[-0.00014653120623746494, -0.1941350111659727, -0.42032305989238566, -0.8758104245630453, -Inf]"
"[0.9055555555555556, 0.43636363636363634, 0.1919191919191919, 0.7676767676767676, 3.131313131313131e-5]","[0.16106645972610417, 0.4169047765044715, 0.007509054169193127, 0.025321836666943737, 1.8960919399298797e-19]","[-0.0001277530174577668, -0.19418011009203073, -0.4203154197767981, -0.8757925593918993, -Inf]"
"[0.7080808080808081, 1.0, 0.45454545454545453, 0.43434343434343436, 1.4141414141414141e-5]","[0.2782049949051143, 0.36197642128159135, 0.12239574732971663, 0.06162237395636927, 2.1425940187641966e-14]","[-0.0005251573656775606, -0.1942590079496357, -0.4201369200521394, -0.8754534484211958, -Inf]"
"[0.5191919191919192, 0.43636363636363634, 0.9595959595959596, 0.7474747474747475, 4.0404040404040405e-5]","[0.1559713272145534, 0.44460162959181254, 0.003469139285750643, 0.0288352469697836, 1.1428965128733537e-19]","[-0.000163520116919873, -0.1941079364499066, -0.4203251901714461, -0.875817437621321, -Inf]"
"[0.6823232323232323, 0.8727272727272727, 0.5454545454545454, 0.020202020202020204, 7.0707070707070704e-6]","[0.3059358177570018, 0.3646272953520112, 0.1567492411111773, 0.07989064839893432, 3.364709157660554e-13]","[-0.0008363377016955309, -0.19404862961424796, -0.42012752994695396, -0.8753493626952072, -Inf]"
"[0.5707070707070707, 0.7, 0.1414141414141414, 0.9595959595959596, 2.626262626262626e-5]","[0.21224005543205612, 0.36682143340945805, 0.050604386468500795, 0.03183881504766094, 3.0650363067937905e-17]","[-0.0002457989356159376, -0.19430874987102595, -0.42020322951022215, -0.8756436640462548, -Inf]"
"[0.5191919191919192, 0.41818181818181815, 0.9292929292929293, 0.0707070707070707, 2.0202020202020203e-5]","[0.15400371920563846, 0.5089098317854666, 0.0006851533154852012, 0.04270972809592545, 9.414138956365558e-20]","[-0.0003149799344356499, -0.19395162359875903, -0.4203246962946704, -0.875812312031588, -Inf]"
"[0.9313131313131313, 0.5272727272727272, 0.15151515151515152, 0.12121212121212122, 6.464646464646465e-5]","[0.15442330588633596, 0.46514960048352383, 0.0020218126490624973, 0.03246294711658089, 9.802488676308797e-20]","[-0.00020507749642237628, -0.19405616698954967, -0.4203263400062147, -0.875823940637921, -Inf]"
"[0.4075757575757576, 0.7454545454545455, 0.1919191919191919, 0.020202020202020204, 8.585858585858586e-5]","[0.5609800959088657, 0.8538737392897277, 0.10034809891117895, 0.6961705709417362, 9.979070472394282e-5]","[2.102506640366848e-5, -0.1943694151264625, -0.41948437473140165, -0.8759190162722935, -Inf]"
"[0.31313131313131315, 0.8090909090909091, 0.6868686868686869, 0.9191919191919192, 0.0]","[0.17649622775766421, 0.38728888651815985, 0.01947290346746245, 0.024560209572959686, 8.78976595216118e-19]","[-0.00014126237118284427, -0.194258523036985, -0.42027738222323696, -0.8757361473828043, -Inf]"
"[0.5191919191919192, 0.24545454545454545, 0.9090909090909091, 0.43434343434343436, 5.3535353535353534e-5]","[0.15401189528595385, 0.4769492754610827, 0.0014962454757520565, 0.03488978961480599, 9.412282481091831e-20]","[-0.00023254150339305235, -0.19402719953899678, -0.4203260610000052, -0.8758238970297234, -Inf]"
"[0.9055555555555556, 0.9272727272727272, 0.5656565656565656, 0.24242424242424243, 3.0303030303030305e-6]","[0.22013390703373625, 0.36494088352826204, 0.058251131158924954, 0.03431448827505515, 6.713148508524333e-17]","[-0.00027143793189152214, -0.19431209592578103, -0.4201908080655167, -0.8756241358252669, -Inf]"
